,measurement rate,finded,initial state,simulation time,total jumps,total measurements,transition rate
672,0.5,1.0,0.0,62.30234343868529,7.0,37.0,0.1
673,0.5,1.0,0.0,333.12972593675494,21.0,163.0,0.1
674,0.5,1.0,0.0,146.5779588607787,12.0,67.0,0.1
675,0.5,1.0,0.0,42.75988616432257,2.0,23.0,0.1
676,0.5,1.0,0.0,206.03221910634505,17.0,82.0,0.1
677,0.5,1.0,0.0,59.46114928957013,5.0,31.0,0.1
678,0.5,1.0,0.0,57.3966506213149,4.0,29.0,0.1
679,0.5,1.0,0.0,95.05623131478625,8.0,50.0,0.1
680,0.5,1.0,0.0,332.83284199840665,28.0,158.0,0.1
681,0.5,1.0,0.0,259.34456712877613,17.0,139.0,0.1
682,0.5,1.0,0.0,32.69932210199937,3.0,15.0,0.1
683,0.5,1.0,0.0,134.3593293872539,10.0,46.0,0.1
684,0.5,1.0,0.0,111.27563509987672,9.0,64.0,0.1
685,0.5,1.0,0.0,24.016129973176103,1.0,11.0,0.1
686,0.5,1.0,0.0,201.8542253466001,17.0,101.0,0.1
687,0.5,1.0,0.0,48.77508410929328,6.0,30.0,0.1
688,0.5,1.0,0.0,302.05560209519217,15.0,149.0,0.1
689,0.5,1.0,0.0,82.51089465733149,8.0,39.0,0.1
690,0.5,1.0,0.0,434.927392296627,38.0,211.0,0.1
691,0.5,1.0,0.0,125.12288646820444,9.0,54.0,0.1
692,0.5,1.0,0.0,96.91812594343035,11.0,66.0,0.1
693,0.5,1.0,0.0,374.2704580774507,25.0,179.0,0.1
694,0.5,1.0,0.0,209.83107197314072,20.0,107.0,0.1
695,0.5,1.0,0.0,661.3760813210413,52.0,354.0,0.1
696,0.5,1.0,0.0,118.23979136015306,5.0,61.0,0.1
697,0.5,1.0,0.0,460.068004475506,28.0,243.0,0.1
698,0.5,1.0,0.0,273.6501438994875,27.0,130.0,0.1
699,0.5,1.0,0.0,41.497311669746686,4.0,21.0,0.1
700,0.5,1.0,0.0,116.022777594542,7.0,60.0,0.1
701,0.5,1.0,0.0,218.9881988415196,17.0,81.0,0.1
702,0.5,1.0,0.0,225.30158578787652,16.0,127.0,0.1
703,0.5,1.0,0.0,185.9228615021964,19.0,95.0,0.1
704,0.5,1.0,0.0,39.04567595625507,4.0,17.0,0.1
705,0.5,1.0,0.0,32.53044731541201,5.0,11.0,0.1
706,0.5,1.0,0.0,194.5956724953361,18.0,92.0,0.1
707,0.5,1.0,0.0,203.37635693264733,22.0,111.0,0.1
708,0.5,1.0,0.0,534.506257634296,42.0,298.0,0.1
709,0.5,1.0,0.0,336.5837351889953,26.0,186.0,0.1
710,0.5,1.0,0.0,159.50309421173006,16.0,73.0,0.1
711,0.5,1.0,0.0,78.74631146962214,7.0,36.0,0.1
712,0.5,1.0,0.0,28.2696874040186,4.0,11.0,0.1
713,0.5,1.0,0.0,69.2271953192586,3.0,42.0,0.1
714,0.5,1.0,0.0,406.7830907573179,35.0,195.0,0.1
715,0.5,1.0,0.0,903.6001897389116,69.0,473.0,0.1
716,0.5,1.0,0.0,39.437530242781726,3.0,13.0,0.1
717,0.5,1.0,0.0,126.09087491669926,10.0,67.0,0.1
718,0.5,1.0,0.0,142.1205694136103,6.0,81.0,0.1
719,0.5,1.0,0.0,129.32705856260569,7.0,70.0,0.1
720,0.5,1.0,0.0,182.6815947594933,12.0,88.0,0.1
721,0.5,1.0,0.0,186.59854318481,12.0,103.0,0.1
722,0.5,1.0,0.0,169.19240768643428,10.0,74.0,0.1
723,0.5,1.0,0.0,318.61643355230166,24.0,173.0,0.1
724,0.5,1.0,0.0,284.7199460838804,25.0,146.0,0.1
725,0.5,1.0,0.0,203.889910586672,19.0,93.0,0.1
726,0.5,1.0,0.0,256.2095394531904,23.0,136.0,0.1
727,0.5,1.0,0.0,300.8115025733247,22.0,146.0,0.1
728,0.5,1.0,0.0,43.314453480925614,2.0,21.0,0.1
729,0.5,1.0,0.0,172.49125460894984,12.0,81.0,0.1
730,0.5,1.0,0.0,39.653082931293646,4.0,16.0,0.1
731,0.5,1.0,0.0,86.05710270587014,8.0,37.0,0.1
732,0.5,1.0,0.0,326.1137829208,29.0,158.0,0.1
733,0.5,1.0,0.0,288.76854542944864,27.0,139.0,0.1
734,0.5,1.0,0.0,88.68202148064677,7.0,41.0,0.1
735,0.5,1.0,0.0,77.05756931474826,5.0,40.0,0.1
736,0.5,1.0,0.0,102.41742031180384,7.0,42.0,0.1
737,0.5,1.0,0.0,49.74153369352201,6.0,19.0,0.1
738,0.5,1.0,0.0,58.6073566890681,4.0,25.0,0.1
739,0.5,1.0,0.0,168.95529399515385,11.0,82.0,0.1
740,0.5,1.0,0.0,67.50558392006721,5.0,30.0,0.1
741,0.5,1.0,0.0,41.26957181485038,3.0,24.0,0.1
742,0.5,1.0,0.0,119.53578204236564,8.0,59.0,0.1
743,0.5,1.0,0.0,427.19882852046135,41.0,220.0,0.1
744,0.5,1.0,0.0,211.3484886869913,17.0,110.0,0.1
745,0.5,1.0,0.0,159.84702548738042,16.0,80.0,0.1
746,0.5,1.0,0.0,429.2068861523586,34.0,222.0,0.1
747,0.5,1.0,0.0,130.32461028958434,11.0,59.0,0.1
748,0.5,1.0,0.0,116.08627348482489,10.0,67.0,0.1
749,0.5,1.0,0.0,59.4006563742715,6.0,28.0,0.1
750,0.5,1.0,0.0,200.4447834795367,11.0,104.0,0.1
751,0.5,1.0,0.0,69.45610754602346,6.0,31.0,0.1
752,0.5,1.0,0.0,377.6697190327546,26.0,169.0,0.1
753,0.5,1.0,0.0,118.52959320498316,7.0,61.0,0.1
754,0.5,1.0,0.0,316.6016339499293,26.0,138.0,0.1
755,0.5,1.0,0.0,165.70931873939773,13.0,76.0,0.1
756,0.5,1.0,0.0,159.11073033071483,10.0,88.0,0.1
757,0.5,1.0,0.0,152.3465205754512,19.0,74.0,0.1
758,0.5,1.0,0.0,22.05933206697368,2.0,8.0,0.1
759,0.5,1.0,0.0,89.8167563044452,6.0,49.0,0.1
760,0.5,1.0,0.0,44.08188884611013,3.0,24.0,0.1
761,0.5,1.0,0.0,216.8483629538981,14.0,113.0,0.1
762,0.5,1.0,0.0,418.232356362205,31.0,213.0,0.1
763,0.5,1.0,0.0,91.1918006392667,5.0,41.0,0.1
764,0.5,1.0,0.0,203.4621148826074,13.0,88.0,0.1
765,0.5,1.0,0.0,631.5727953164858,48.0,306.0,0.1
766,0.5,1.0,0.0,572.1508534188578,45.0,288.0,0.1
767,0.5,1.0,0.0,212.70570062639413,16.0,110.0,0.1
768,0.5,1.0,0.0,72.38100763143056,5.0,35.0,0.1
769,0.5,1.0,0.0,56.39394241793023,5.0,35.0,0.1
770,0.5,1.0,0.0,39.84116025464717,4.0,19.0,0.1
771,0.5,1.0,0.0,40.45297219879997,3.0,21.0,0.1
772,0.5,1.0,0.0,473.494460382271,28.0,222.0,0.1
773,0.5,1.0,0.0,101.09813553775516,6.0,45.0,0.1
774,0.5,1.0,0.0,56.387645685375176,4.0,32.0,0.1
775,0.5,1.0,0.0,230.304101688901,18.0,122.0,0.1
776,0.5,1.0,0.0,355.92644382577583,34.0,180.0,0.1
777,0.5,1.0,0.0,160.28090065601396,13.0,80.0,0.1
778,0.5,1.0,0.0,177.05517050679595,15.0,85.0,0.1
779,0.5,1.0,0.0,45.29681514678352,4.0,24.0,0.1
780,0.5,1.0,0.0,74.89148952035124,5.0,46.0,0.1
781,0.5,1.0,0.0,519.207026298378,37.0,228.0,0.1
782,0.5,1.0,0.0,90.6055385851816,5.0,38.0,0.1
783,0.5,1.0,0.0,83.81923971298912,6.0,52.0,0.1
784,0.5,1.0,0.0,437.9661867475168,37.0,216.0,0.1
785,0.5,1.0,0.0,58.86599238357231,4.0,22.0,0.1
786,0.5,1.0,0.0,47.42625159963554,3.0,25.0,0.1
787,0.5,1.0,0.0,610.3857468136723,36.0,307.0,0.1
788,0.5,1.0,0.0,60.54942163989757,5.0,32.0,0.1
789,0.5,1.0,0.0,43.64057548958252,4.0,19.0,0.1
790,0.5,1.0,0.0,79.66630264963041,9.0,30.0,0.1
791,0.5,1.0,0.0,57.33158136963872,6.0,28.0,0.1
792,0.5,1.0,0.0,322.12303814255307,19.0,155.0,0.1
793,0.5,1.0,0.0,76.8758270505991,5.0,35.0,0.1
794,0.5,1.0,0.0,34.16517638798923,2.0,20.0,0.1
795,0.5,1.0,0.0,574.1623101807775,50.0,282.0,0.1
796,0.5,1.0,0.0,84.4590865873124,4.0,43.0,0.1
797,0.5,1.0,0.0,94.13886492390486,10.0,53.0,0.1
798,0.5,1.0,0.0,136.62188111027078,7.0,68.0,0.1
799,0.5,1.0,0.0,113.0343934298413,9.0,53.0,0.1
800,0.5,1.0,0.0,577.8045454203342,45.0,327.0,0.1
801,0.5,1.0,0.0,213.76169750694945,19.0,118.0,0.1
802,0.5,1.0,0.0,247.62140027671745,15.0,129.0,0.1
803,0.5,1.0,0.0,105.07004191219386,7.0,54.0,0.1
804,0.5,1.0,0.0,240.29917705977013,18.0,106.0,0.1
805,0.5,1.0,0.0,193.3872463640446,18.0,94.0,0.1
806,0.5,1.0,0.0,370.1648252449263,28.0,186.0,0.1
807,0.5,1.0,0.0,55.27026777497881,5.0,22.0,0.1
808,0.5,1.0,0.0,143.9254454104611,14.0,80.0,0.1
809,0.5,1.0,0.0,103.157946573124,8.0,49.0,0.1
810,0.5,1.0,0.0,198.3693048812316,12.0,116.0,0.1
811,0.5,1.0,0.0,49.52537271694219,5.0,24.0,0.1
812,0.5,1.0,0.0,385.5685913389093,31.0,182.0,0.1
813,0.5,1.0,0.0,113.39587498540862,6.0,54.0,0.1
814,0.5,1.0,0.0,228.20918784000264,17.0,123.0,0.1
815,0.5,1.0,0.0,53.42603506099464,4.0,25.0,0.1
816,0.5,1.0,0.0,59.04463027866772,6.0,34.0,0.1
817,0.5,1.0,0.0,192.80554327416047,14.0,86.0,0.1
818,0.5,1.0,0.0,188.7602432284476,16.0,92.0,0.1
819,0.5,1.0,0.0,39.3374929465876,3.0,26.0,0.1
820,0.5,1.0,0.0,77.3995591609937,6.0,46.0,0.1
821,0.5,1.0,0.0,351.53039128029747,24.0,189.0,0.1
822,0.5,1.0,0.0,182.1003874960421,18.0,104.0,0.1
823,0.5,1.0,0.0,177.64815473228333,6.0,94.0,0.1
824,0.5,1.0,0.0,176.8939280383157,13.0,83.0,0.1
825,0.5,1.0,0.0,383.2575949541909,31.0,184.0,0.1
826,0.5,1.0,0.0,128.74214733384,10.0,63.0,0.1
827,0.5,1.0,0.0,411.6635253072295,28.0,200.0,0.1
828,0.5,1.0,0.0,332.24421110149507,22.0,179.0,0.1
829,0.5,1.0,0.0,74.06959223673388,5.0,36.0,0.1
830,0.5,1.0,0.0,146.5527885507136,8.0,81.0,0.1
831,0.5,1.0,0.0,522.2713522024579,36.0,253.0,0.1
832,0.5,1.0,0.0,102.69224812743349,8.0,50.0,0.1
833,0.5,1.0,0.0,41.84746710134797,3.0,19.0,0.1
834,0.5,1.0,0.0,46.852318043345576,4.0,20.0,0.1
835,0.5,1.0,0.0,360.818948144974,22.0,207.0,0.1
836,0.5,1.0,0.0,196.6441073354248,20.0,110.0,0.1
837,0.5,1.0,0.0,106.5935920131658,4.0,55.0,0.1
838,0.5,1.0,0.0,223.54475796928585,18.0,111.0,0.1
839,0.5,1.0,0.0,33.41869489695419,6.0,15.0,0.1
840,0.5,1.0,0.0,131.47070386153555,8.0,63.0,0.1
841,0.5,1.0,0.0,103.91122544241288,8.0,54.0,0.1
842,0.5,1.0,0.0,96.90322066179476,12.0,41.0,0.1
843,0.5,1.0,0.0,38.82490163682691,5.0,16.0,0.1
844,0.5,1.0,0.0,566.2268328989235,47.0,265.0,0.1
845,0.5,1.0,0.0,78.83034948736713,7.0,27.0,0.1
846,0.5,1.0,0.0,51.69124645712065,6.0,25.0,0.1
847,0.5,1.0,0.0,42.52248055119675,4.0,23.0,0.1
848,0.5,1.0,0.0,154.25028296911444,12.0,75.0,0.1
849,0.5,1.0,0.0,102.2178354265361,6.0,53.0,0.1
850,0.5,1.0,0.0,175.2520953002113,16.0,87.0,0.1
851,0.5,1.0,0.0,147.52698780930663,15.0,79.0,0.1
852,0.5,1.0,0.0,117.79559900935668,12.0,54.0,0.1
853,0.5,1.0,0.0,149.5968742808717,11.0,71.0,0.1
854,0.5,1.0,0.0,101.78995480703642,6.0,52.0,0.1
855,0.5,1.0,0.0,341.7369980167204,29.0,166.0,0.1
856,0.5,1.0,0.0,665.003337217601,58.0,348.0,0.1
857,0.5,1.0,0.0,141.17929724976844,8.0,87.0,0.1
858,0.5,1.0,0.0,409.7219976577858,34.0,164.0,0.1
859,0.5,1.0,0.0,97.88474686168296,4.0,51.0,0.1
860,0.5,1.0,0.0,77.04470069343336,7.0,35.0,0.1
861,0.5,1.0,0.0,141.63080479681568,7.0,77.0,0.1
862,0.5,1.0,0.0,723.9211696116687,50.0,341.0,0.1
863,0.5,1.0,0.0,147.46891510265488,10.0,88.0,0.1
864,0.5,1.0,0.0,34.31468656725011,2.0,12.0,0.1
865,0.5,1.0,0.0,192.9187166898658,13.0,98.0,0.1
866,0.5,1.0,0.0,96.11215490825752,10.0,40.0,0.1
867,0.5,1.0,0.0,111.7168476500454,4.0,66.0,0.1
868,0.5,1.0,0.0,140.82838020014748,9.0,81.0,0.1
869,0.5,1.0,0.0,79.8862248172759,7.0,36.0,0.1
870,0.5,1.0,0.0,41.52720517353171,4.0,15.0,0.1
871,0.5,1.0,0.0,244.4701165666294,15.0,113.0,0.1
872,0.5,1.0,0.0,297.46881269417725,30.0,156.0,0.1
873,0.5,1.0,0.0,78.89426704708468,6.0,41.0,0.1
874,0.5,1.0,0.0,125.58719024321844,10.0,74.0,0.1
875,0.5,1.0,0.0,46.57081318533968,6.0,21.0,0.1
876,0.5,1.0,0.0,230.2374351627784,21.0,122.0,0.1
877,0.5,1.0,0.0,163.1821988155873,17.0,74.0,0.1
878,0.5,1.0,0.0,376.2806288322239,30.0,193.0,0.1
879,0.5,1.0,0.0,149.46872844997014,12.0,95.0,0.1
880,0.5,1.0,0.0,36.98461844905489,3.0,14.0,0.1
881,0.5,1.0,0.0,243.3535047847896,21.0,113.0,0.1
882,0.5,1.0,0.0,52.34479291090054,2.0,19.0,0.1
883,0.5,1.0,0.0,200.14740446123253,13.0,108.0,0.1
884,0.5,1.0,0.0,51.044647269722674,4.0,13.0,0.1
885,0.5,1.0,0.0,231.3932075120601,19.0,134.0,0.1
886,0.5,1.0,0.0,119.47841514893756,9.0,69.0,0.1
887,0.5,1.0,0.0,62.16520164721281,6.0,29.0,0.1
888,0.5,1.0,0.0,533.6573479225509,32.0,296.0,0.1
889,0.5,1.0,0.0,326.11995498042216,18.0,171.0,0.1
890,0.5,1.0,0.0,37.10334371936217,4.0,18.0,0.1
891,0.5,1.0,0.0,499.17592362784177,41.0,258.0,0.1
892,0.5,1.0,0.0,168.9086027021694,12.0,94.0,0.1
893,0.5,1.0,0.0,55.326012652575606,5.0,29.0,0.1
894,0.5,1.0,0.0,116.45672153290695,11.0,64.0,0.1
895,0.5,1.0,0.0,249.7172103114433,14.0,130.0,0.1
896,0.5,1.0,0.0,43.97492764814931,5.0,25.0,0.1
897,0.5,1.0,0.0,99.09094898273644,7.0,44.0,0.1
898,0.5,1.0,0.0,372.7500241405857,35.0,174.0,0.1
899,0.5,1.0,0.0,155.9622183400607,10.0,75.0,0.1
900,0.5,1.0,0.0,65.42240423602749,6.0,26.0,0.1
901,0.5,1.0,0.0,90.34527573455316,6.0,44.0,0.1
902,0.5,1.0,0.0,182.0381409287187,17.0,95.0,0.1
903,0.5,1.0,0.0,47.30478689451514,4.0,20.0,0.1
904,0.5,1.0,0.0,273.13664653000524,24.0,146.0,0.1
905,0.5,1.0,0.0,61.28048821058058,5.0,37.0,0.1
906,0.5,1.0,0.0,203.2241309202045,14.0,120.0,0.1
907,0.5,1.0,0.0,354.8689929678072,26.0,194.0,0.1
908,0.5,1.0,0.0,95.64875593461892,4.0,49.0,0.1
909,0.5,1.0,0.0,142.08213006076372,10.0,76.0,0.1
910,0.5,1.0,0.0,52.94252176948722,5.0,24.0,0.1
911,0.5,1.0,0.0,701.0529159315984,44.0,379.0,0.1
912,0.5,1.0,0.0,295.43989168327363,29.0,139.0,0.1
913,0.5,1.0,0.0,218.8058223545029,15.0,109.0,0.1
914,0.5,1.0,0.0,50.12938876111922,4.0,28.0,0.1
915,0.5,1.0,0.0,215.1829311407673,18.0,93.0,0.1
916,0.5,1.0,0.0,34.399956587518446,4.0,20.0,0.1
917,0.5,1.0,0.0,109.95585713098448,9.0,55.0,0.1
918,0.5,1.0,0.0,169.63595897848438,7.0,116.0,0.1
919,0.5,1.0,0.0,400.1038678831599,32.0,201.0,0.1
920,0.5,1.0,0.0,87.9351555339705,6.0,42.0,0.1
921,0.5,1.0,0.0,223.8403071421416,18.0,116.0,0.1
922,0.5,1.0,0.0,157.94190969166982,16.0,83.0,0.1
923,0.5,1.0,0.0,83.98465318912133,5.0,32.0,0.1
924,0.5,1.0,0.0,102.58197503550184,8.0,64.0,0.1
925,0.5,1.0,0.0,74.39175965730561,7.0,34.0,0.1
926,0.5,1.0,0.0,120.87205914120928,10.0,61.0,0.1
927,0.5,1.0,0.0,194.81269668358283,14.0,94.0,0.1
928,0.5,1.0,0.0,119.00118030692153,6.0,59.0,0.1
929,0.5,1.0,0.0,73.24808243163348,8.0,37.0,0.1
930,0.5,1.0,0.0,83.75539344174814,5.0,38.0,0.1
931,0.5,1.0,0.0,128.4354562543403,11.0,76.0,0.1
932,0.5,1.0,0.0,280.54777840176547,26.0,128.0,0.1
933,0.5,1.0,0.0,127.3448039346406,11.0,72.0,0.1
934,0.5,1.0,0.0,113.1747471725994,5.0,59.0,0.1
935,0.5,1.0,0.0,113.74905641266524,7.0,56.0,0.1
936,0.5,1.0,0.0,126.35860382297514,6.0,59.0,0.1
937,0.5,1.0,0.0,192.51948592907908,16.0,84.0,0.1
938,0.5,1.0,0.0,270.9996312900984,16.0,142.0,0.1
939,0.5,1.0,0.0,249.84739954133985,12.0,133.0,0.1
940,0.5,1.0,0.0,61.32702440893903,4.0,27.0,0.1
941,0.5,1.0,0.0,283.83998580535285,19.0,130.0,0.1
942,0.5,1.0,0.0,335.85959678912985,20.0,175.0,0.1
943,0.5,1.0,0.0,201.637810028982,18.0,109.0,0.1
944,0.5,1.0,0.0,65.2615255905414,5.0,35.0,0.1
945,0.5,1.0,0.0,79.89745025908749,7.0,38.0,0.1
946,0.5,1.0,0.0,191.2312574497229,18.0,80.0,0.1
947,0.5,1.0,0.0,135.7906171435007,10.0,63.0,0.1
948,0.5,1.0,0.0,78.79421281376493,7.0,43.0,0.1
949,0.5,1.0,0.0,289.087756740611,24.0,142.0,0.1
950,0.5,1.0,0.0,99.99548715090116,11.0,44.0,0.1
951,0.5,1.0,0.0,51.90365270255013,6.0,21.0,0.1
952,0.5,1.0,0.0,130.65503041220822,9.0,64.0,0.1
953,0.5,1.0,0.0,126.85611486969351,10.0,68.0,0.1
954,0.5,1.0,0.0,95.55859214020684,4.0,36.0,0.1
955,0.5,1.0,0.0,180.1088376661731,13.0,92.0,0.1
956,0.5,1.0,0.0,156.37114252574946,15.0,92.0,0.1
957,0.5,1.0,0.0,118.95760687803492,9.0,66.0,0.1
958,0.5,1.0,0.0,415.05198693810166,30.0,226.0,0.1
959,0.5,1.0,0.0,200.37821754395827,14.0,88.0,0.1
960,0.5,1.0,0.0,34.21750813589611,5.0,21.0,0.1
961,0.5,1.0,0.0,62.0921939381929,7.0,29.0,0.1
962,0.5,1.0,0.0,656.3227397349282,43.0,341.0,0.1
963,0.5,1.0,0.0,506.27338306453566,39.0,253.0,0.1
964,0.5,1.0,0.0,281.03613344357854,22.0,142.0,0.1
965,0.5,1.0,0.0,77.50135899620648,4.0,32.0,0.1
966,0.5,1.0,0.0,34.99658182764375,4.0,14.0,0.1
967,0.5,1.0,0.0,127.98752188320849,7.0,64.0,0.1
968,0.5,1.0,0.0,480.51934563553885,34.0,248.0,0.1
969,0.5,1.0,0.0,174.44141477360287,18.0,104.0,0.1
970,0.5,1.0,0.0,52.18831436365213,3.0,29.0,0.1
971,0.5,1.0,0.0,237.5563945095984,21.0,113.0,0.1
972,0.5,1.0,0.0,230.73180323455077,20.0,115.0,0.1
973,0.5,1.0,0.0,175.70531514202423,13.0,91.0,0.1
974,0.5,1.0,0.0,203.30009402147869,11.0,108.0,0.1
975,0.5,1.0,0.0,125.61188478905802,9.0,73.0,0.1
976,0.5,1.0,0.0,50.308425213220815,3.0,20.0,0.1
977,0.5,1.0,0.0,169.7687420068675,18.0,89.0,0.1
978,0.5,1.0,0.0,36.67279397091994,4.0,16.0,0.1
979,0.5,1.0,0.0,52.61912682452096,4.0,17.0,0.1
980,0.5,1.0,0.0,34.55646346007813,4.0,15.0,0.1
981,0.5,1.0,0.0,199.49900778519373,12.0,96.0,0.1
982,0.5,1.0,0.0,433.99031970568063,34.0,217.0,0.1
983,0.5,1.0,0.0,106.6665614891756,16.0,56.0,0.1
984,0.5,1.0,0.0,208.34981707334688,19.0,95.0,0.1
985,0.5,1.0,0.0,98.15957132904288,7.0,55.0,0.1
986,0.5,1.0,0.0,159.93770848706924,15.0,74.0,0.1
987,0.5,1.0,0.0,66.51847512034149,5.0,28.0,0.1
988,0.5,1.0,0.0,192.02026689597545,16.0,81.0,0.1
989,0.5,1.0,0.0,129.20032666715207,11.0,66.0,0.1
990,0.5,1.0,0.0,94.0260018415697,5.0,44.0,0.1
991,0.5,1.0,0.0,358.48782581837816,35.0,163.0,0.1
992,0.5,1.0,0.0,196.5073730874849,22.0,91.0,0.1
993,0.5,1.0,0.0,87.87131009644287,6.0,46.0,0.1
994,0.5,1.0,0.0,63.38809688599431,4.0,33.0,0.1
995,0.5,1.0,0.0,112.57881331159108,7.0,54.0,0.1
996,0.5,1.0,0.0,214.23969110222663,15.0,108.0,0.1
997,0.5,1.0,0.0,115.99538243294111,4.0,60.0,0.1
998,0.5,1.0,0.0,113.13523275601104,10.0,59.0,0.1
999,0.5,1.0,0.0,248.21862141764103,20.0,138.0,0.1
1000,0.5,1.0,0.0,73.93237610051743,4.0,35.0,0.1
1001,0.5,1.0,0.0,68.49931605153435,6.0,28.0,0.1
1002,0.5,1.0,0.0,61.939181316620605,7.0,26.0,0.1
1003,0.5,1.0,0.0,141.73168755749114,12.0,55.0,0.1
1004,0.5,1.0,0.0,550.9442677474804,41.0,274.0,0.1
1005,0.5,1.0,0.0,173.00738998405092,10.0,86.0,0.1
1006,0.5,1.0,0.0,90.0665916478017,6.0,39.0,0.1
1007,0.5,1.0,0.0,153.51806587928675,19.0,76.0,0.1
1008,0.5,1.0,0.0,67.55150423909053,6.0,40.0,0.1
